MC,Reactants,Reagents,Products,uspto_split
SN2_alcohol(thiol),FC(F)(F)Oc1ccc(-c2oc(CBr)nc2Br)cc1.COC(=O)COc1ccc(O)cc1C,[H-].[Na+],COC(=O)COc1ccc(OCc2nc(Br)c(-c3ccc(OC(F)(F)F)cc3)o2)cc1C,train
DCC_condensation,COc1cc2c(c3c1OC(C)(C)C3)C(c1cccc(C(=O)O)c1)=NC(C)(C)C2.NC1CNC1=O,C(=NC1CCCCC1)=NC1CCCCC1,COc1cc2c(c3c1OC(C)(C)C3)C(c1cccc(C(=O)NC3CNC3=O)c1)=NC(C)(C)C2,train
Boc_deprotection,Cc1cc(C)cc(Oc2ccc(C(=O)O)cc2S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)c1,[H+],Cc1cc(C)cc(Oc2ccc(C(=O)O)cc2S(=O)(=O)N2CCNCC2)c1,train
SN2_alcohol(thiol),O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN(C2CCOCC2)CC1O.C=CCBr,[H-].[Na+],C=CCOC1CN(C2CCOCC2)CC1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1,train
carbonyl_reduction,C=C(C=O)CC1(C(=O)OC(C)(C)C)CC(=O)N(C(C)c2ccccc2)C1,[BH4-].CO,C=C(CO)CC1(C(=O)OC(C)(C)C)CC(=O)N(C(C)c2ccccc2)C1,train
SN2,c1ccc2oc(-c3ncc[nH]3)cc2c1.CI,,Cn1ccnc1-c1cc2ccccc2o1,train
DCC_condensation,O=C(O)c1cccc2c1Cc1c-2[nH]c2ccc(Cl)cc12.CCO,C(=NC1CCCCC1)=NC1CCCCC1,CCOC(=O)c1cccc2c1Cc1c-2[nH]c2ccc(Cl)cc12,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)Cn1c2c(c3ccccc31)CCN(C(=O)OC(C)(C)C)C2.CN,,CNC(=O)Cn1c2c(c3ccccc31)CCN(C(=O)OC(C)(C)C)C2,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Cc1cc2c(c(C)c1N)c1ccccc1n2C(C)C.O=C(Cl)Oc1ccc([N+](=O)O)cc1,,Cc1cc2c(c(C)c1NC(=O)Oc1ccc([N+](=O)O)cc1)c1ccccc1n2C(C)C,train
DCC_condensation,Cc1ccc(C(=O)O)c(N)n1.COc1cccc(CN)c1F,C(=NC1CCCCC1)=NC1CCCCC1,COc1cccc(CNC(=O)c2ccc(C)nc2N)c1F,train
SN2_alcohol(thiol),COC(=O)Cc1ccc(O)cc1.Cc1ncccc1C(=O)CBr,[H-].[Na+],COC(=O)Cc1ccc(OCC(=O)c2cccnc2C)cc1,train
SN2,CC(C)(C)OC(=O)N1CCCC1COc1cccc(COS(C)(=O)=O)n1.O=c1[nH]ncc2cc(-c3ccc(Cl)cc3)sc12,,CC(C)(C)OC(=O)N1CCCC1COc1cccc(Cn2ncc3cc(-c4ccc(Cl)cc4)sc3c2=O)n1,train
reductive_amination,CC(C)C(=O)Nc1cccc(C2CCNCC2)c1.Cn1c(C=O)cc2ccccc21,[H+].[BH3-]C#N.[Na+],CC(C)C(=O)Nc1cccc(C2CCN(Cc3cc4ccccc4n3C)CC2)c1,train
SN2,O=C1COC2Cc3ccccc3C2N1.CCOC(=O)CBr,,CCOC(=O)CN1C(=O)COC2Cc3ccccc3C21,train
reductive_amination,Nc1ncnc2c1c(-c1cccc(OCC34CCC(CC3)O4)c1)cn2C1CC(C=O)C1.C1CNC1,[H+].[BH3-]C#N.[Na+],Nc1ncnc2c1c(-c1cccc(OCC34CCC(CC3)O4)c1)cn2C1CC(CN2CCC2)C1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Nc1cnc2ccc(Sc3ccccn3)cn12.COC(=O)Cl,,COC(=O)Nc1cnc2ccc(Sc3ccccn3)cn12,train
DCC_condensation,O=C1CC2(CCNCC2)Oc2ccccc21.COc1ccccc1C(=O)O,C(=NC1CCCCC1)=NC1CCCCC1,COc1ccccc1C(=O)N1CCC2(CC1)CC(=O)c1ccccc1O2,train
alcohol_attack_to_carbonyl_or_sulfonyl,CCCCCCCC(=O)OCC(O)COC(=O)CCCCCCC.CC(=O)C1(O)C=CC=CC1C(=O)Cl,[H-].[Na+],CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)C1C=CC=CC1(O)C(C)=O,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC1(Cc2ccc(C#N)cc2)C(=O)N(c2cc(Cl)c(F)c(Cl)c2)c2ncc(C(=O)Cl)n21.NC1(C(=O)NC2(c3ncc(I)cn3)CC2)CC1,,CC1(Cc2ccc(C#N)cc2)C(=O)N(c2cc(Cl)c(F)c(Cl)c2)c2ncc(C(=O)NC3(C(=O)NC4(c5ncc(I)cn5)CC4)CC3)n21,train
alcohol_attack_to_carbonyl_or_sulfonyl,Cc1oc(-c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)nc1CCCO.CS(=O)(=O)Cl,[H-].[Na+],Cc1oc(-c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)nc1CCCOS(C)(=O)=O,train
DCC_condensation,CC(C)c1cccc(CNCC(O)C(N)Cc2ccccc2)c1.CCCN1CCCC12CCN(C(C)C(=O)O)C2=O,C(=NC1CCCCC1)=NC1CCCCC1,CCCN1CCCC12CCN(C(C)C(=O)NC(Cc1ccccc1)C(O)CNCc1cccc(C(C)C)c1)C2=O,train
Boc_deprotection,CC(C)(C)OC(=O)NCCn1cc(I)nc1CC1CC1,[H+],NCCn1cc(I)nc1CC1CC1,train
SN2_alcohol(thiol),CC(C)(C)[Si](C)(C)OCCBr.CCc1ccc(O)c(C=O)c1,[H-].[Na+],CCc1ccc(OCCO[Si](C)(C)C(C)(C)C)c(C=O)c1,train
SN2,Nc1ccc2[nH]c(=O)cc(CCCl)c2c1.c1cc2sccc2c(N2CCNCC2)n1,,Nc1ccc2[nH]c(=O)cc(CCN3CCN(c4nccc5sccc45)CC3)c2c1,train
SN2,CCCCCCCCCCNC(=O)NOCc1ccccc1.CI,,CCCCCCCCCCNC(=O)N(C)OCc1ccccc1,train
imine_formation,COC1(c2ccc(C)cc2)CCC(=O)CC1.NO,[H+],COC1(c2ccc(C)cc2)CCC(=NO)CC1,train
DCC_condensation,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)O)C(F)(F)F.Clc1ccc2sc3c(c2c1)CCNC3,C(=NC1CCCCC1)=NC1CCCCC1,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCc2c(sc3ccc(Cl)cc23)C1)C(F)(F)F,train
SN2,CC(C)c1csc(C(=O)N2CCOC3(CCNCC3)C2)n1.OCCc1cccc(CBr)c1,,CC(C)c1csc(C(=O)N2CCOC3(CCN(Cc4cccc(CCO)c4)CC3)C2)n1,train
Boc_deprotection,CC(C)(C)OC(=O)N1CCN(CCCNC(=O)C2=Cc3cnc4cccc(n34)S2)C(=O)C1,[H+],O=C(NCCCN1CCNCC1=O)C1=Cc2cnc3cccc(n23)S1,train
nucleophilic_attack_to_iso(thio)cyanate,CN(C)CC(=O)Nc1ccccc1N.CCOC(=O)N=C=S,,CCOC(=O)NC(=S)Nc1ccccc1NC(=O)CN(C)C,train
SN2_alcohol(thiol),O=C(O)Cc1ccc(O)cc1.CC(C)(C)C(=O)OCCl,[H-].[Na+],CC(C)(C)C(=O)OCOC(=O)Cc1ccc(O)cc1,train
SN2,Nc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc2[nH]c(=O)[nH]c12.CC(C)I,,CC(C)n1c(=O)[nH]c2c(N)nc(-c3nn(Cc4ccccc4F)c4ncccc34)nc21,train
SN2_alcohol(thiol),Sc1nc2ccccc2[nH]1.CCOC(=O)C(=O)CBr,[H-].[Na+],CCOC(=O)C(=O)CSc1nc2ccccc2[nH]1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Nc1cc(OCC(F)(F)F)c(I)cc1[N+](=O)O.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,,CC(C)(C)OC(=O)Nc1cc(OCC(F)(F)F)c(I)cc1[N+](=O)O,train
SN2_alcohol(thiol),Cc1ccc(C(=O)O)cc1-n1ccc2ccc(O)cc2c1=O.ClCCBr,[H-].[Na+],Cc1ccc(C(=O)O)cc1-n1ccc2ccc(OCCCl)cc2c1=O,train
DCC_condensation,O=C(O)c1cc(OCc2ccccc2)c(OCc2ccccc2)cn1.NC(=O)N1CCCN(N)C1=O,C(=NC1CCCCC1)=NC1CCCCC1,NC(=O)N1CCCN(NC(=O)c2cc(OCc3ccccc3)c(OCc3ccccc3)cn2)C1=O,train
Boc_deprotection,CCOC(=O)c1cc2cc(OCC)c(Cl)nc2n1C(=O)OC(C)(C)C,[H+],CCOC(=O)c1cc2cc(OCC)c(Cl)nc2[nH]1,train
O_demethylation,COc1cc(-c2ccccc2)cc(-c2ccccc2)c1,BrB(Br)Br.O,Oc1cc(-c2ccccc2)cc(-c2ccccc2)c1,train
reductive_amination,NC1CCN(CCn2c(=O)ccc3ccncc32)CC1.O=Cc1nc2c(cc1Cl)SCC(=O)N2,[H+].[BH3-]C#N.[Na+],O=C1CSc2cc(Cl)c(CNC3CCN(CCn4c(=O)ccc5ccncc54)CC3)nc2N1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCCCCN(CCC)C(=O)Cl.CCS(=O)(=O)c1nc[nH]n1,,CCCCCN(CCC)C(=O)n1cnc(S(=O)(=O)CC)n1,train
SN2,BrCCNC(c1ccccc1)(c1ccccc1)c1ccccc1.CC(C)(C)OC(=O)NCCN,,CC(C)(C)OC(=O)NCCNCCNC(c1ccccc1)(c1ccccc1)c1ccccc1,train
alcohol_attack_to_carbonyl_or_sulfonyl,O=C(Cl)C12CC3CC(CC(C3)C1)C2.O=S(=O)(O)CCCO,[H-].[Na+],O=C(OCCCS(=O)(=O)O)C12CC3CC(CC(C3)C1)C2,train
SN2_alcohol(thiol),O=C(O)c1cccnc1S.Fc1cc(CCl)ccn1,[H-].[Na+],O=C(O)c1cccnc1SCc1ccnc(F)c1,train
reductive_amination,O=C1CCC(c2ccc(F)cc2)(c2ccc(F)cc2)CC1.O=c1[nH]c2ccccc2n1C1CCNCC1,[H+].[BH3-]C#N.[Na+],O=c1[nH]c2ccccc2n1C1CCN(C2CCC(c3ccc(F)cc3)(c3ccc(F)cc3)CC2)CC1,train
DCC_condensation,CC(C)(C)n1ncc(-c2nc(CC(=O)O)cs2)c1-c1ccc(F)cc1.C1CSCCN1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(C)n1ncc(-c2nc(CC(=O)N3CCSCC3)cs2)c1-c1ccc(F)cc1,train
DCC_condensation,CCCn1c(N)c(N)c(=O)n(CCC)c1=O.O=C(NC1(C(=O)O)CCCC1)C(F)(F)F,C(=NC1CCCCC1)=NC1CCCCC1,CCCn1c(N)c(NC(=O)C2(NC(=O)C(F)(F)F)CCCC2)c(=O)n(CCC)c1=O,train
Boc_deprotection,CC(C)(C)OC(=O)N1CC(CC#N)(n2cc(-c3ccnc4c3ccn4COCC[Si](C)(C)C)cn2)C1,[H+],C[Si](C)(C)CCOCn1ccc2c(-c3cnn(C4(CC#N)CNC4)c3)ccnc21,train
DCC_condensation,O=C(O)c1cccc(-c2cnc3c(c2)N(Cc2cc(Cl)ccc2C(F)(F)F)CCN3)c1.C1CNC(CN2CCCC2)C1,C(=NC1CCCCC1)=NC1CCCCC1,O=C(c1cccc(-c2cnc3c(c2)N(Cc2cc(Cl)ccc2C(F)(F)F)CCN3)c1)N1CCCC1CN1CCCC1,train
SN2_alcohol(thiol),Cc1ccc(C)c(O)c1.C=C(C)CCl,[H-].[Na+],C=C(C)COc1cc(C)ccc1C,train
SN2,CC(c1ccccc1)N1CC(CCO[Si](C)(C)C(C)(C)C)(C(=O)OC(C)(C)C)C(F)C1=O,[F-],CC(c1ccccc1)N1CC(CCO)(C(=O)OC(C)(C)C)C(F)C1=O,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Nc1cc(-c2cnco2)cc(-c2cnco2)c1.O=C(Cl)Oc1ccccc1,,O=C(Nc1cc(-c2cnco2)cc(-c2cnco2)c1)Oc1ccccc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,c1ccc2c(c1)CNCCS2.C=CC(=O)Cl,,C=CC(=O)N1CCSc2ccccc2C1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCOC(=O)c1cc(Br)cc(CC)n1.Nc1ccc(F)cn1,,CCc1cc(Br)cc(C(=O)Nc2ccc(F)cn2)n1,train
DCC_condensation,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(N)Cc1ccc(-c2nnn(C(C)(C)c3ccccc3)n2)cc1)C(C)(C)C.CCC(C)C(NC(=O)OC)C(=O)O,C(=NC1CCCCC1)=NC1CCCCC1,CCC(C)C(NC(=O)OC)C(=O)NN(Cc1ccc(-c2nnn(C(C)(C)c3ccccc3)n2)cc1)CC(O)C(Cc1ccccc1)NC(=O)C(NC(=O)OC)C(C)(C)C,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COc1ccc(C2=NN(C3CCNCC3)C(=O)C2(C)C)cc1OC.O=S(=O)(Cl)c1ccccc1Cl,,COc1ccc(C2=NN(C3CCN(S(=O)(=O)c4ccccc4Cl)CC3)C(=O)C2(C)C)cc1OC,train
DCC_condensation,O=C(O)c1cc(Cl)cnc1N1CC(Nc2cccc(C(F)(F)F)c2)C1.COC(=O)c1ccc(C2(N)CC2)cc1,C(=NC1CCCCC1)=NC1CCCCC1,COC(=O)c1ccc(C2(NC(=O)c3cc(Cl)cnc3N3CC(Nc4cccc(C(F)(F)F)c4)C3)CC2)cc1,train
DCC_condensation,CC(C)(C1CCNCC1)S(=O)(=O)c1cccc(C(F)(F)F)c1.O=C(O)c1ccc(C(F)(F)F)nc1S(=O)(=O)C1CC1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(C1CCN(C(=O)c2ccc(C(F)(F)F)nc2S(=O)(=O)C2CC2)CC1)S(=O)(=O)c1cccc(C(F)(F)F)c1,train
nucleophilic_attack_to_iso(thio)cyanate,C=CCNc1nc(N)c2cc([N+](=O)O)ccc2n1.CC(C)(C)N=C=O,,C=CCNc1nc(NC(=O)NC(C)(C)C)c2cc([N+](=O)O)ccc2n1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=S(=O)(Cl)c1ccc(Nc2nccc(Nc3ccc(F)cc3)n2)cc1.CS(=O)(=O)CCN1CCC(N)CC1,,CS(=O)(=O)CCN1CCC(NS(=O)(=O)c2ccc(Nc3nccc(Nc4ccc(F)cc4)n3)cc2)CC1,train
SN2_alcohol(thiol),Cc1nc(-n2cnn(CCO)c2=O)sc1C(=O)NCc1cccnc1.Fc1ccc(CBr)cc1,[H-].[Na+],Cc1nc(-n2cnn(CCOCc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cccnc1,train
imine_formation,CC(=O)c1ccc2nnc(Cc3c(F)cc4ncc(N5CCOCC5)cc4c3F)n2n1.NO,[H+],CC(=NO)c1ccc2nnc(Cc3c(F)cc4ncc(N5CCOCC5)cc4c3F)n2n1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)c1cccc([N+](=O)O)c1N.O=C(OC(=O)C(F)(F)F)C(F)(F)F,,COC(=O)c1cccc([N+](=O)O)c1NC(=O)C(F)(F)F,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=C(OC(=O)C(F)(F)F)C(F)(F)F.COc1cccc(CN)c1,,COc1cccc(CNC(=O)C(F)(F)F)c1,train
SN1,CC(=O)OC1CSC(Br)C(OC(C)=O)C1OC(C)=O.O=[N+](O)c1ccccc1O,,CC(=O)OC1CSC(Oc2ccccc2[N+](=O)O)C(OC(C)=O)C1OC(C)=O,train
SNAr(ortho),COCCOc1cc(-c2cncc(C#N)c2Cl)ccc1OC.COc1cc(N)c(Cl)cc1Cl,,COCCOc1cc(-c2cncc(C#N)c2Nc2cc(OC)c(Cl)cc2Cl)ccc1OC,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Nc1cc(C(F)(F)F)c2nc(C(=O)N3CCC(N4CCOC4=O)CC3)c(Cl)n2c1.CC(=O)Cl,,CC(=O)Nc1cc(C(F)(F)F)c2nc(C(=O)N3CCC(N4CCOC4=O)CC3)c(Cl)n2c1,train
DCC_condensation,CS(=O)(=O)c1cccc2c1CN(C(CC1CCCCC1)C(=O)O)C2=O.Nc1nccs1,C(=NC1CCCCC1)=NC1CCCCC1,CS(=O)(=O)c1cccc2c1CN(C(CC1CCCCC1)C(=O)Nc1nccs1)C2=O,train
SN2,ICCCC1c2ccccc2C=Cc2ccccc21.O=C1NC(=O)c2ccccc21,,O=C1c2ccccc2C(=O)N1CCCC1c2ccccc2C=Cc2ccccc21,train
SN2_alcohol(thiol),Oc1ccc(-c2ccc(Br)cc2)cc1.ClCCCBr,[H-].[Na+],ClCCCOc1ccc(-c2ccc(Br)cc2)cc1,train
DCC_condensation,O=C(O)c1cc2cc(F)ccc2[nH]1.CCS(=O)(=O)c1ccc(O)c(N)c1,C(=NC1CCCCC1)=NC1CCCCC1,CCS(=O)(=O)c1ccc(O)c(NC(=O)c2cc3cc(F)ccc3[nH]2)c1,train
Boc_deprotection,CC(C)(C)OC(=O)NCCNc1cc(-c2ccccc2O)nc2ccccc12,[H+],NCCNc1cc(-c2ccccc2O)nc2ccccc12,train
SN2,CC(=O)c1cc(CCl)ccc1O.CNC,,CC(=O)c1cc(CN(C)C)ccc1O,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Cn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccc(Oc3ccc(N)cc3)cc21.O=C(Cl)c1ccncc1,,Cn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccc(Oc3ccc(NC(=O)c4ccncc4)cc3)cc21,train
SN2_alcohol(thiol),COC(=O)c1ccc(-c2nc3ccccc3n2-c2ccc(O)cc2)cc1.BrCc1ccccc1,[H-].[Na+],COC(=O)c1ccc(-c2nc3ccccc3n2-c2ccc(OCc3ccccc3)cc2)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC1CCC(N(C(=O)Nc2ncc(CN3CCN(S(=O)(=O)N(C)C)CC3)s2)C2CCNCC2)CC1.O=C(Cl)C1CCCC1,,CC1CCC(N(C(=O)Nc2ncc(CN3CCN(S(=O)(=O)N(C)C)CC3)s2)C2CCN(C(=O)C3CCCC3)CC2)CC1,train
DCC_condensation,CC(N)Cn1ccc(-c2ccc(C#N)c(Cl)c2)n1.Cc1nnc(C(=O)O)o1,C(=NC1CCCCC1)=NC1CCCCC1,Cc1nnc(C(=O)NC(C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)o1,train
DCC_condensation,O=C(O)c1ccc(OCC(=O)C23CC4CC(CC(C4)C2)C3)cc1.Nc1ccccc1,C(=NC1CCCCC1)=NC1CCCCC1,O=C(Nc1ccccc1)c1ccc(OCC(=O)C23CC4CC(CC(C4)C2)C3)cc1,train
DCC_condensation,O=C(O)CN1C(=O)CCc2ncccc21.Nc1scc(Br)c1-c1nccs1,C(=NC1CCCCC1)=NC1CCCCC1,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1nccs1,train
SN2,BrCc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1.CCCCc1nc(C(O)(CC)CC)c(C(=O)OCC)[nH]1,,CCCCc1nc(C(O)(CC)CC)c(C(=O)OCC)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,train
SNAr(ortho),N#Cc1ncccc1Br.CC[S-],,CCSc1cccnc1C#N,train
SNAr(ortho),COc1cc2c(Cl)c([N+](=O)O)cnc2cc1-c1c(C)noc1C.NCC1CCOCC1,,COc1cc2c(NCC3CCOCC3)c([N+](=O)O)cnc2cc1-c1c(C)noc1C,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Nc1ncnc2c1nnn2C1OC(CO)C(O)C1O.O=C(Cl)c1ccccc1,,O=C(Nc1ncnc2c1nnn2C1OC(CO)C(O)C1O)c1ccccc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.C=CCN,,C=CCNC(=O)OC(C)(C)C,train
DCC_condensation,O=C(O)c1cc2c(Cl)cc(Cl)cc2[nH]1.CN1CC(N)C1,C(=NC1CCCCC1)=NC1CCCCC1,CN1CC(NC(=O)c2cc3c(Cl)cc(Cl)cc3[nH]2)C1,train
SN2_alcohol(thiol),O=Cc1cc(-n2cnnn2)ccc1O.CI,[H-].[Na+],COc1ccc(-n2cnnn2)cc1C=O,train
SN2,COC(=O)Cc1c[nH]c2ccccc12.CI,,COC(=O)Cc1cn(C)c2ccccc12,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,NC1CCN(c2ccc(-c3cn(S(=O)(=O)c4ccccc4)c4cc(F)ccc34)cn2)CC1.CS(=O)(=O)Cl,,CS(=O)(=O)NC1CCN(c2ccc(-c3cn(S(=O)(=O)c4ccccc4)c4cc(F)ccc34)cn2)CC1,train
SN2_alcohol(thiol),CC(C)(C)OC(=O)C(Cc1ccccc1C(=O)O)C(O)C1CCCCC1.BrCc1ccccc1,[H-].[Na+],CC(C)(C)OC(=O)C(Cc1ccccc1C(=O)OCc1ccccc1)C(O)C1CCCCC1,train
Boc_deprotection,COC(=O)Nc1cc(-c2ccnc(NC3CCCCC3)c2)nc(N2CCN(C(=O)OC(C)(C)C)CC2)c1,[H+],COC(=O)Nc1cc(-c2ccnc(NC3CCCCC3)c2)nc(N2CCNCC2)c1,train
Boc_deprotection,COC(Cc1ccccc1)Cc1cccc(-c2cncc(OCC3CCN3C(=O)OC(C)(C)C)c2)c1,[H+],COC(Cc1ccccc1)Cc1cccc(-c2cncc(OCC3CCN3)c2)c1,train
SNAr(ortho),CN1CCC(CN)c2ccccc21.O=C(O)c1ccncc1F,,CN1CCC(CNc2cnccc2C(=O)O)c2ccccc21,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=C(Cl)N1CCC(Oc2cccc(Cl)c2)C1.CCN(CC)CCCN,,CCN(CC)CCCNC(=O)N1CCC(Oc2cccc(Cl)c2)C1,train
DCC_condensation,CCOC(=O)C=Cc1ccc(NC2CCCNC2)nc1.O=C(O)C1CCCCC1,C(=NC1CCCCC1)=NC1CCCCC1,CCOC(=O)C=Cc1ccc(NC2CCCN(C(=O)C3CCCCC3)C2)nc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC(=O)c1ccc(OCCCN2CCN(C(=O)C(C)N)CC2)cc1.CC(=O)Cl,,CC(=O)NC(C)C(=O)N1CCN(CCCOc2ccc(C(C)=O)cc2)CC1,train
DCC_condensation,O=C(O)Cc1ccc(Cl)c(Cl)c1.Nc1ccccc1I,C(=NC1CCCCC1)=NC1CCCCC1,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccccc1I,train
O_demethylation,COc1cc([N+](=O)O)cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc12,BrB(Br)Br.O,N#Cc1cnc2c(O)cc([N+](=O)O)cc2c1Nc1ccc(F)c(Cl)c1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC1(C)OC(=O)C(=CC(=O)Cl)O1.CONCc1ccc(OC)cc1,,COc1ccc(CN(OC)C(=O)C=C2OC(C)(C)OC2=O)cc1,train
nucleophilic_attack_to_iso(thio)cyanate,Nc1nc2cc(Br)nc(Br)c2s1.CCN=C=O,,CCNC(=O)Nc1nc2cc(Br)nc(Br)c2s1,train
Boc_deprotection,CC(C)(C)OC(=O)N1CCC(NCc2ccc(Cl)cc2Cl)C1,[H+],Clc1ccc(CNC2CCNC2)c(Cl)c1,train
O_demethylation,COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(S(=O)(=O)C(F)(F)F)cc3)ccc2c1,BrB(Br)Br.O,O=S(=O)(c1ccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1)C(F)(F)F,train
SN2,COC(=O)C(Cl)CSCc1ccccc1.[N-]=[N+]=[N-],,COC(=O)C(CSCc1ccccc1)N=[N+]=[N-],train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COc1ccc(Nc2cc(-c3ccccc3)nc(N)n2)cc1Cl.O=C(OC(=O)C(F)(F)F)C(F)(F)F,,COc1ccc(Nc2cc(-c3ccccc3)nc(NC(=O)C(F)(F)F)n2)cc1Cl,train
Mitsunobu,COCc1cnc(N2CCC(C3CC3CCO)CC2)nc1.COC(=O)Cc1ccc(O)cc1F,c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCOC(=O)N=NC(=O)OCC,COCc1cnc(N2CCC(C3CC3CCOc3ccc(CC(=O)OC)c(F)c3)CC2)nc1,train
reductive_amination,c1ccc2ncc(Nc3ncnc4c3CNC4)cc2c1.CC(=O)C1CCC1,[H+].[BH3-]C#N.[Na+],CC(C1CCC1)N1Cc2ncnc(Nc3cnc4ccccc4c3)c2C1,train
SN2,CS(=O)(=O)OCc1cc(Cl)cc2cc(-c3cccnc3)oc12.CCOC(=O)c1cc(C)[nH]n1,,CCOC(=O)c1cc(C)n(Cc2cc(Cl)cc3cc(-c4cccnc4)oc23)n1,train
SN2,O=c1ccn(C2OC(CBr)C(O)C2OCc2ccccc2)c(=O)[nH]1.[N-]=[N+]=[N-],,[N-]=[N+]=NCC1OC(n2ccc(=O)[nH]c2=O)C(OCc2ccccc2)C1O,train
Boc_deprotection,CC(C)(C)OC(=O)N1CCC(c2ccc3nc(-c4ccc(S(C)(=O)=O)cc4F)oc3c2)CC1,[H+],CS(=O)(=O)c1ccc(-c2nc3ccc(C4CCNCC4)cc3o2)c(F)c1,train
DCC_condensation,Cc1ccc(N)cc1-c1ccc2nc(N)ncc2c1.CC(C)c1cccc(C(=O)O)c1,C(=NC1CCCCC1)=NC1CCCCC1,Cc1ccc(NC(=O)c2cccc(C(C)C)c2)cc1-c1ccc2nc(N)ncc2c1,train
SN2,CC(C)(C)[Si](C)(C)OCc1csc(C2(O)CCC(F)(F)CC2)n1,[F-],OCc1csc(C2(O)CCC(F)(F)CC2)n1,train
SN2_alcohol(thiol),O=[N+](O)c1ccc(O)cc1.ClCc1cccnc1,[H-].[Na+],O=[N+](O)c1ccc(OCc2cccnc2)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COc1cccc(CCNc2ccccc2)c1.O=C(Cl)Cc1ccc(Br)cc1,,COc1cccc(CCN(C(=O)Cc2ccc(Br)cc2)c2ccccc2)c1,train
carbonyl_reduction,CSc1nccc(C=O)n1,[BH4-].CO,CSc1nccc(CO)n1,train
Boc_deprotection,CC(OC(C)(C)C)C(NC(=O)OC(C)(C)C)C(=O)NC1(c2ncccn2)CC1,[H+],CC(OC(C)(C)C)C(N)C(=O)NC1(c2ncccn2)CC1,train
O_demethylation,COc1ccc(CC(CC(=O)O)CC(=O)O)cc1,BrB(Br)Br.O,O=C(O)CC(CC(=O)O)Cc1ccc(O)cc1,train
SN2_alcohol(thiol),Cn1ncc(C(=O)c2ccc(Cl)cc2Cl)c1O.CC(=O)c1ccc(CBr)cc1,[H-].[Na+],CC(=O)c1ccc(COc2c(C(=O)c3ccc(Cl)cc3Cl)cnn2C)cc1,train
